start_time,esports_match_id,map_name,team_one_name,team_two_name,match_winner,map_winner,winning_team_final_map_score,losing_team_final_map_score
5/11/2019 22:29,20317,Lijiang Tower,Vancouver Titans,New York Excelsior,Vancouver Titans,Vancouver Titans,2,1
5/12/2019 17:13,20316,Lijiang Tower,Vancouver Titans,San Francisco Shock,San Francisco Shock,San Francisco Shock,2,0
5/12/2019 17:30,20316,King's Row,Vancouver Titans,San Francisco Shock,San Francisco Shock,Vancouver Titans,5,4
5/12/2019 18:13,20316,Paris,Vancouver Titans,San Francisco Shock,San Francisco Shock,Vancouver Titans,1,0
5/12/2019 18:26,20316,Watchpoint: Gibraltar,Vancouver Titans,San Francisco Shock,San Francisco Shock,San Francisco Shock,4,3
5/12/2019 18:52,20316,Oasis,Vancouver Titans,San Francisco Shock,San Francisco Shock,San Francisco Shock,2,0
5/12/2019 19:15,20316,Blizzard World,Vancouver Titans,San Francisco Shock,San Francisco Shock,San Francisco Shock,2,1
6/6/2019 23:08,21300,Ilios,San Francisco Shock,Atlanta Reign,San Francisco Shock,Atlanta Reign,2,1
6/6/2019 23:30,21300,Paris,San Francisco Shock,Atlanta Reign,San Francisco Shock,San Francisco Shock,1,0
6/6/2019 23:51,21300,Hollywood,Atlanta Reign,San Francisco Shock,San Francisco Shock,Atlanta Reign,2,1
6/7/2019 0:10,21300,Watchpoint: Gibraltar,Atlanta Reign,San Francisco Shock,San Francisco Shock,San Francisco Shock,5,4
6/7/2019 0:40,21300,Oasis,San Francisco Shock,Atlanta Reign,San Francisco Shock,San Francisco Shock,2,0
6/7/2019 1:02,21348,Oasis,Florida Mayhem,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,2,0
6/7/2019 1:14,21348,Paris,Florida Mayhem,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,2,1
6/7/2019 1:41,21348,Hollywood,Florida Mayhem,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,3,2
6/7/2019 2:07,21348,Havana,Florida Mayhem,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,2,1
6/7/2019 2:38,21365,Oasis,Guangzhou Charge,Chengdu Hunters,Guangzhou Charge,Guangzhou Charge,2,0
6/7/2019 2:53,21365,Volskaya Industries,Guangzhou Charge,Chengdu Hunters,Guangzhou Charge,Guangzhou Charge,5,4
6/7/2019 3:30,21365,Eichenwalde,Chengdu Hunters,Guangzhou Charge,Guangzhou Charge,Guangzhou Charge,6,5
6/7/2019 4:04,21365,Dorado,Guangzhou Charge,Chengdu Hunters,Guangzhou Charge,Chengdu Hunters,3,2
6/7/2019 4:35,21374,Oasis,Los Angeles Valiant,Shanghai Dragons,Shanghai Dragons,Shanghai Dragons,2,0
6/7/2019 4:48,21374,Paris,Los Angeles Valiant,Shanghai Dragons,Shanghai Dragons,Shanghai Dragons,4,3
6/7/2019 5:18,21374,Numbani,Los Angeles Valiant,Shanghai Dragons,Shanghai Dragons,Shanghai Dragons,3,0
6/7/2019 5:34,21374,Watchpoint: Gibraltar,Los Angeles Valiant,Shanghai Dragons,Shanghai Dragons,Los Angeles Valiant,1,0
6/7/2019 23:06,21391,Ilios,Paris Eternal,Toronto Defiant,Paris Eternal,Toronto Defiant,2,0
6/7/2019 23:20,21391,Paris,Paris Eternal,Toronto Defiant,Paris Eternal,Paris Eternal,1,0
6/7/2019 23:44,21391,Hollywood,Toronto Defiant,Paris Eternal,Paris Eternal,Paris Eternal,2,1
6/8/2019 0:07,21391,Havana,Toronto Defiant,Paris Eternal,Paris Eternal,Paris Eternal,3,2
6/8/2019 0:41,21382,Oasis,Boston Uprising,London Spitfire,London Spitfire,London Spitfire,2,0
6/8/2019 0:55,21382,Horizon Lunar Colony,London Spitfire,Boston Uprising,London Spitfire,London Spitfire,1,0
6/8/2019 1:16,21382,Eichenwalde,London Spitfire,Boston Uprising,London Spitfire,London Spitfire,2,1
6/8/2019 1:36,21382,Dorado,London Spitfire,Boston Uprising,London Spitfire,London Spitfire,2,1
6/8/2019 2:05,21354,Ilios,Houston Outlaws,New York Excelsior,New York Excelsior,Houston Outlaws,2,1
6/8/2019 2:29,21354,Horizon Lunar Colony,New York Excelsior,Houston Outlaws,New York Excelsior,New York Excelsior,1,0
6/8/2019 2:51,21354,Numbani,Houston Outlaws,New York Excelsior,New York Excelsior,Houston Outlaws,4,3
6/8/2019 3:21,21354,Watchpoint: Gibraltar,New York Excelsior,Houston Outlaws,New York Excelsior,New York Excelsior,4,3
6/8/2019 3:45,21354,Oasis,Houston Outlaws,New York Excelsior,New York Excelsior,New York Excelsior,2,0
6/8/2019 4:07,21336,Oasis,Los Angeles Gladiators,Dallas Fuel,Los Angeles Gladiators,Los Angeles Gladiators,2,0
6/8/2019 4:22,21336,Paris,Dallas Fuel,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,2,0
6/8/2019 4:50,21336,Hollywood,Dallas Fuel,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,3,2
6/8/2019 5:15,21336,Havana,Dallas Fuel,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,3,1
6/8/2019 19:05,21349,Oasis,Hangzhou Spark,Philadelphia Fusion,Hangzhou Spark,Hangzhou Spark,2,0
6/8/2019 19:20,21349,Paris,Philadelphia Fusion,Hangzhou Spark,Hangzhou Spark,Hangzhou Spark,2,1
6/8/2019 19:50,21349,Eichenwalde,Philadelphia Fusion,Hangzhou Spark,Hangzhou Spark,Hangzhou Spark,3,0
6/8/2019 20:07,21349,Watchpoint: Gibraltar,Philadelphia Fusion,Hangzhou Spark,Hangzhou Spark,Hangzhou Spark,3,2
6/8/2019 20:37,21366,Nepal,Vancouver Titans,Atlanta Reign,Vancouver Titans,Vancouver Titans,2,0
6/8/2019 20:50,21366,Paris,Atlanta Reign,Vancouver Titans,Vancouver Titans,Atlanta Reign,3,2
6/8/2019 21:20,21366,Hollywood,Vancouver Titans,Atlanta Reign,Vancouver Titans,Vancouver Titans,1,0
6/8/2019 21:36,21366,Watchpoint: Gibraltar,Atlanta Reign,Vancouver Titans,Vancouver Titans,Vancouver Titans,6,5
6/8/2019 22:18,21317,Oasis,Seoul Dynasty,Guangzhou Charge,Seoul Dynasty,Seoul Dynasty,2,0
6/8/2019 22:35,21317,Paris,Guangzhou Charge,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,2,0
6/8/2019 22:59,21317,Hollywood,Guangzhou Charge,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,3,1
6/8/2019 23:21,21317,Dorado,Guangzhou Charge,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,3,1
6/8/2019 23:49,21375,Oasis,Los Angeles Valiant,Chengdu Hunters,Los Angeles Valiant,Los Angeles Valiant,2,0
6/9/2019 0:03,21375,Horizon Lunar Colony,Chengdu Hunters,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,5,4
6/9/2019 0:39,21375,Numbani,Los Angeles Valiant,Chengdu Hunters,Los Angeles Valiant,Los Angeles Valiant,5,3
6/9/2019 1:11,21375,Havana,Los Angeles Valiant,Chengdu Hunters,Los Angeles Valiant,Los Angeles Valiant,3,2
6/9/2019 19:07,21350,Ilios,New York Excelsior,London Spitfire,New York Excelsior,New York Excelsior,2,0
6/9/2019 19:20,21350,Horizon Lunar Colony,New York Excelsior,London Spitfire,New York Excelsior,New York Excelsior,1,0
6/9/2019 19:42,21350,Hollywood,London Spitfire,New York Excelsior,New York Excelsior,New York Excelsior,4,3
6/9/2019 20:10,21350,Havana,London Spitfire,New York Excelsior,New York Excelsior,New York Excelsior,3,0
6/9/2019 20:39,21367,Ilios,Paris Eternal,Boston Uprising,Paris Eternal,Boston Uprising,2,0
6/9/2019 20:50,21367,Paris,Paris Eternal,Boston Uprising,Paris Eternal,Paris Eternal,5,4
6/9/2019 21:27,21367,Eichenwalde,Paris Eternal,Boston Uprising,Paris Eternal,Paris Eternal,3,2
6/9/2019 21:48,21367,Watchpoint: Gibraltar,Paris Eternal,Boston Uprising,Paris Eternal,Paris Eternal,4,3
6/9/2019 22:21,21318,Oasis,Washington Justice,Dallas Fuel,Dallas Fuel,Dallas Fuel,2,0
6/9/2019 22:35,21318,Volskaya Industries,Washington Justice,Dallas Fuel,Dallas Fuel,draw,4,4
6/9/2019 23:10,21318,Eichenwalde,Washington Justice,Dallas Fuel,Dallas Fuel,Dallas Fuel,3,2
6/9/2019 23:31,21318,Havana,Washington Justice,Dallas Fuel,Dallas Fuel,Dallas Fuel,3,0
6/9/2019 23:55,21376,Ilios,Vancouver Titans,Los Angeles Gladiators,Vancouver Titans,Vancouver Titans,2,0
6/10/2019 0:12,21376,Paris,Los Angeles Gladiators,Vancouver Titans,Vancouver Titans,Los Angeles Gladiators,3,2
6/10/2019 0:44,21376,Hollywood,Vancouver Titans,Los Angeles Gladiators,Vancouver Titans,Vancouver Titans,2,1
6/10/2019 1:01,21376,Watchpoint: Gibraltar,Los Angeles Gladiators,Vancouver Titans,Vancouver Titans,Vancouver Titans,3,0
6/13/2019 23:06,21392,Nepal,Houston Outlaws,San Francisco Shock,Houston Outlaws,Houston Outlaws,2,1
6/13/2019 23:22,21392,Horizon Lunar Colony,San Francisco Shock,Houston Outlaws,Houston Outlaws,San Francisco Shock,1,0
6/13/2019 23:45,21392,Eichenwalde,Houston Outlaws,San Francisco Shock,Houston Outlaws,San Francisco Shock,3,0
6/14/2019 0:01,21392,Havana,Houston Outlaws,San Francisco Shock,Houston Outlaws,Houston Outlaws,1,0
6/14/2019 0:16,21392,Ilios,Houston Outlaws,San Francisco Shock,Houston Outlaws,Houston Outlaws,2,0
6/14/2019 0:37,21383,Oasis,Shanghai Dragons,Atlanta Reign,Shanghai Dragons,Atlanta Reign,2,0
6/14/2019 0:50,21383,Volskaya Industries,Atlanta Reign,Shanghai Dragons,Shanghai Dragons,Shanghai Dragons,5,4
6/14/2019 1:29,21383,Numbani,Atlanta Reign,Shanghai Dragons,Shanghai Dragons,Atlanta Reign,5,4
6/14/2019 1:54,21383,Havana,Atlanta Reign,Shanghai Dragons,Shanghai Dragons,Shanghai Dragons,2,1
6/14/2019 2:16,21383,Nepal,Shanghai Dragons,Atlanta Reign,Shanghai Dragons,Shanghai Dragons,2,0
6/14/2019 2:38,21326,Ilios,Dallas Fuel,Chengdu Hunters,Chengdu Hunters,Chengdu Hunters,2,0
6/14/2019 2:51,21326,Paris,Dallas Fuel,Chengdu Hunters,Chengdu Hunters,Dallas Fuel,3,2
6/14/2019 3:23,21326,Hollywood,Dallas Fuel,Chengdu Hunters,Chengdu Hunters,Chengdu Hunters,3,1
6/14/2019 3:42,21326,Dorado,Dallas Fuel,Chengdu Hunters,Chengdu Hunters,Chengdu Hunters,3,2
6/14/2019 4:14,21401,Oasis,Hangzhou Spark,Vancouver Titans,Vancouver Titans,Vancouver Titans,2,0
6/14/2019 4:26,21401,Horizon Lunar Colony,Hangzhou Spark,Vancouver Titans,Vancouver Titans,Hangzhou Spark,3,2
6/14/2019 4:55,21401,Numbani,Vancouver Titans,Hangzhou Spark,Vancouver Titans,Vancouver Titans,3,2
6/14/2019 5:19,21401,Havana,Hangzhou Spark,Vancouver Titans,Vancouver Titans,Vancouver Titans,1,0
6/14/2019 23:06,21290,Nepal,Paris Eternal,New York Excelsior,New York Excelsior,New York Excelsior,2,1
6/14/2019 23:28,21290,Volskaya Industries,Paris Eternal,New York Excelsior,New York Excelsior,New York Excelsior,2,0
6/14/2019 23:49,21290,Numbani,Paris Eternal,New York Excelsior,New York Excelsior,New York Excelsior,3,1
6/15/2019 0:12,21290,Dorado,Paris Eternal,New York Excelsior,New York Excelsior,Paris Eternal,2,1
6/15/2019 0:41,21319,Ilios,Toronto Defiant,London Spitfire,London Spitfire,Toronto Defiant,2,1
6/15/2019 0:58,21319,Volskaya Industries,London Spitfire,Toronto Defiant,London Spitfire,London Spitfire,1,0
6/15/2019 1:17,21319,Hollywood,Toronto Defiant,London Spitfire,London Spitfire,London Spitfire,4,3
6/15/2019 1:42,21319,Watchpoint: Gibraltar,Toronto Defiant,London Spitfire,London Spitfire,London Spitfire,3,2
6/15/2019 2:16,21377,Nepal,Boston Uprising,Houston Outlaws,Houston Outlaws,Houston Outlaws,2,0
6/15/2019 2:27,21377,Volskaya Industries,Houston Outlaws,Boston Uprising,Houston Outlaws,Houston Outlaws,2,1
6/15/2019 2:53,21377,Numbani,Houston Outlaws,Boston Uprising,Houston Outlaws,Houston Outlaws,2,1
6/15/2019 3:11,21377,Havana,Houston Outlaws,Boston Uprising,Houston Outlaws,Houston Outlaws,1,0
6/15/2019 3:31,21393,Oasis,Los Angeles Gladiators,Philadelphia Fusion,Los Angeles Gladiators,Los Angeles Gladiators,2,0
6/15/2019 3:45,21393,Volskaya Industries,Philadelphia Fusion,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,6,5
6/15/2019 4:23,21393,Eichenwalde,Philadelphia Fusion,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,2,1
6/15/2019 4:43,21393,Dorado,Philadelphia Fusion,Los Angeles Gladiators,Los Angeles Gladiators,Philadelphia Fusion,2,1
6/15/2019 19:05,21384,Ilios,Washington Justice,Hangzhou Spark,Hangzhou Spark,Hangzhou Spark,2,0
6/15/2019 19:18,21384,Paris,Washington Justice,Hangzhou Spark,Hangzhou Spark,draw,1,1
6/15/2019 19:48,21384,Hollywood,Washington Justice,Hangzhou Spark,Hangzhou Spark,Hangzhou Spark,3,0
6/15/2019 20:03,21384,Watchpoint: Gibraltar,Washington Justice,Hangzhou Spark,Hangzhou Spark,Hangzhou Spark,3,0
6/15/2019 20:30,21355,Oasis,Seoul Dynasty,Atlanta Reign,Seoul Dynasty,Seoul Dynasty,2,1
6/15/2019 20:46,21355,Volskaya Industries,Atlanta Reign,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,5,4
6/15/2019 21:24,21355,Eichenwalde,Atlanta Reign,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,3,2
6/15/2019 21:49,21355,Dorado,Atlanta Reign,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,3,2
6/15/2019 22:21,21402,Ilios,Dallas Fuel,Vancouver Titans,Vancouver Titans,Vancouver Titans,2,0
6/15/2019 22:31,21402,Volskaya Industries,Dallas Fuel,Vancouver Titans,Vancouver Titans,Vancouver Titans,3,2
6/15/2019 23:02,21402,Eichenwalde,Dallas Fuel,Vancouver Titans,Vancouver Titans,Vancouver Titans,3,2
6/15/2019 23:25,21402,Dorado,Dallas Fuel,Vancouver Titans,Vancouver Titans,Vancouver Titans,3,2
6/15/2019 23:55,21411,Ilios,Guangzhou Charge,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,2,0
6/16/2019 0:10,21411,Horizon Lunar Colony,Guangzhou Charge,Los Angeles Valiant,Los Angeles Valiant,Guangzhou Charge,4,3
6/16/2019 0:44,21411,Numbani,Los Angeles Valiant,Guangzhou Charge,Los Angeles Valiant,Los Angeles Valiant,4,3
6/16/2019 1:07,21411,Havana,Guangzhou Charge,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,2,1
6/16/2019 19:08,21327,Nepal,San Francisco Shock,Seoul Dynasty,San Francisco Shock,San Francisco Shock,2,1
6/16/2019 19:25,21327,Volskaya Industries,Seoul Dynasty,San Francisco Shock,San Francisco Shock,San Francisco Shock,2,0
6/16/2019 19:47,21327,Numbani,Seoul Dynasty,San Francisco Shock,San Francisco Shock,San Francisco Shock,4,3
6/16/2019 20:15,21327,Havana,San Francisco Shock,Seoul Dynasty,San Francisco Shock,San Francisco Shock,2,1
6/16/2019 20:43,21307,Nepal,Florida Mayhem,Paris Eternal,Paris Eternal,Paris Eternal,2,0
6/16/2019 20:58,21307,Horizon Lunar Colony,Florida Mayhem,Paris Eternal,Paris Eternal,Paris Eternal,5,4
6/16/2019 21:35,21307,Numbani,Florida Mayhem,Paris Eternal,Paris Eternal,Florida Mayhem,1,0
6/16/2019 21:48,21307,Havana,Paris Eternal,Florida Mayhem,Paris Eternal,Paris Eternal,3,2
6/16/2019 22:19,21337,Ilios,Philadelphia Fusion,Boston Uprising,Philadelphia Fusion,Boston Uprising,2,0
6/16/2019 22:33,21337,Paris,Philadelphia Fusion,Boston Uprising,Philadelphia Fusion,draw,4,4
6/16/2019 23:15,21337,Hollywood,Philadelphia Fusion,Boston Uprising,Philadelphia Fusion,Philadelphia Fusion,1,0
6/16/2019 23:27,21337,Watchpoint: Gibraltar,Philadelphia Fusion,Boston Uprising,Philadelphia Fusion,Philadelphia Fusion,1,0
6/16/2019 23:49,21368,Nepal,Washington Justice,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,2,0
6/17/2019 0:04,21368,Horizon Lunar Colony,Washington Justice,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,2,0
6/17/2019 0:25,21368,Numbani,Washington Justice,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,1,0
6/17/2019 0:43,21368,Havana,Washington Justice,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,3,1
6/20/2019 23:06,21378,Oasis,San Francisco Shock,Boston Uprising,San Francisco Shock,San Francisco Shock,2,0
6/20/2019 23:17,21378,Paris,San Francisco Shock,Boston Uprising,San Francisco Shock,San Francisco Shock,3,2
6/20/2019 23:48,21378,Hollywood,San Francisco Shock,Boston Uprising,San Francisco Shock,San Francisco Shock,2,1
6/21/2019 0:04,21378,Dorado,San Francisco Shock,Boston Uprising,San Francisco Shock,San Francisco Shock,1,0
6/21/2019 0:26,21394,Oasis,Paris Eternal,Houston Outlaws,Houston Outlaws,Houston Outlaws,2,0
6/21/2019 0:40,21394,Paris,Paris Eternal,Houston Outlaws,Houston Outlaws,Houston Outlaws,4,2
6/21/2019 1:15,21394,Hollywood,Paris Eternal,Houston Outlaws,Houston Outlaws,Paris Eternal,2,1
6/21/2019 1:30,21394,Dorado,Houston Outlaws,Paris Eternal,Houston Outlaws,Houston Outlaws,2,1
6/21/2019 1:57,21386,Nepal,Hangzhou Spark,Dallas Fuel,Hangzhou Spark,Hangzhou Spark,2,0
6/21/2019 2:14,21386,Horizon Lunar Colony,Dallas Fuel,Hangzhou Spark,Hangzhou Spark,draw,4,4
6/21/2019 2:51,21386,Numbani,Dallas Fuel,Hangzhou Spark,Hangzhou Spark,Hangzhou Spark,3,1
6/21/2019 3:08,21386,Havana,Dallas Fuel,Hangzhou Spark,Hangzhou Spark,Hangzhou Spark,3,1
6/21/2019 3:37,21328,Nepal,Shanghai Dragons,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,2,1
6/21/2019 3:57,21328,Horizon Lunar Colony,Los Angeles Valiant,Shanghai Dragons,Los Angeles Valiant,Shanghai Dragons,2,1
6/21/2019 4:23,21328,Eichenwalde,Los Angeles Valiant,Shanghai Dragons,Los Angeles Valiant,Los Angeles Valiant,3,2
6/21/2019 4:45,21328,Dorado,Los Angeles Valiant,Shanghai Dragons,Los Angeles Valiant,Los Angeles Valiant,5,4
6/21/2019 23:06,21403,Nepal,London Spitfire,New York Excelsior,New York Excelsior,New York Excelsior,2,1
6/21/2019 23:26,21403,Paris,London Spitfire,New York Excelsior,New York Excelsior,London Spitfire,4,3
6/22/2019 0:01,21403,Eichenwalde,New York Excelsior,London Spitfire,New York Excelsior,New York Excelsior,3,2
6/22/2019 0:23,21403,Dorado,London Spitfire,New York Excelsior,New York Excelsior,London Spitfire,5,4
6/22/2019 0:48,21403,Ilios,London Spitfire,New York Excelsior,New York Excelsior,New York Excelsior,2,0
6/22/2019 1:17,21412,Nepal,San Francisco Shock,Florida Mayhem,San Francisco Shock,San Francisco Shock,2,0
6/22/2019 1:30,21412,Volskaya Industries,Florida Mayhem,San Francisco Shock,San Francisco Shock,San Francisco Shock,3,2
6/22/2019 2:00,21412,Numbani,Florida Mayhem,San Francisco Shock,San Francisco Shock,San Francisco Shock,5,4
6/22/2019 2:27,21412,Watchpoint: Gibraltar,Florida Mayhem,San Francisco Shock,San Francisco Shock,San Francisco Shock,3,0
6/22/2019 2:51,21308,Oasis,Los Angeles Gladiators,Shanghai Dragons,Shanghai Dragons,Los Angeles Gladiators,2,0
6/22/2019 3:06,21308,Volskaya Industries,Los Angeles Gladiators,Shanghai Dragons,Shanghai Dragons,Shanghai Dragons,4,3
6/22/2019 3:41,21308,Eichenwalde,Los Angeles Gladiators,Shanghai Dragons,Shanghai Dragons,Shanghai Dragons,3,2
6/22/2019 4:03,21308,Dorado,Shanghai Dragons,Los Angeles Gladiators,Shanghai Dragons,Shanghai Dragons,1,0
6/22/2019 4:25,21385,Nepal,Chengdu Hunters,Vancouver Titans,Vancouver Titans,Chengdu Hunters,2,1
6/22/2019 4:42,21385,Volskaya Industries,Vancouver Titans,Chengdu Hunters,Vancouver Titans,Vancouver Titans,3,2
6/22/2019 5:14,21385,Hollywood,Vancouver Titans,Chengdu Hunters,Vancouver Titans,Vancouver Titans,4,3
6/22/2019 5:42,21385,Havana,Chengdu Hunters,Vancouver Titans,Vancouver Titans,Vancouver Titans,2,0
6/22/2019 19:06,21404,Nepal,London Spitfire,Washington Justice,London Spitfire,Washington Justice,2,1
6/22/2019 19:24,21404,Paris,London Spitfire,Washington Justice,London Spitfire,draw,2,2
6/22/2019 19:58,21404,Numbani,London Spitfire,Washington Justice,London Spitfire,London Spitfire,4,3
6/22/2019 20:21,21404,Dorado,London Spitfire,Washington Justice,London Spitfire,London Spitfire,4,3
6/22/2019 20:58,21413,Nepal,Atlanta Reign,Philadelphia Fusion,Philadelphia Fusion,Atlanta Reign,2,1
6/22/2019 21:17,21413,Horizon Lunar Colony,Philadelphia Fusion,Atlanta Reign,Philadelphia Fusion,Philadelphia Fusion,2,1
6/22/2019 21:44,21413,Numbani,Atlanta Reign,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,2,0
6/22/2019 22:05,21413,Havana,Atlanta Reign,Philadelphia Fusion,Philadelphia Fusion,Atlanta Reign,2,1
6/22/2019 22:23,21413,Ilios,Atlanta Reign,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,2,0
6/22/2019 22:49,21369,Ilios,Toronto Defiant,Guangzhou Charge,Guangzhou Charge,Guangzhou Charge,2,0
6/22/2019 23:05,21369,Paris,Toronto Defiant,Guangzhou Charge,Guangzhou Charge,Guangzhou Charge,4,2
6/22/2019 23:39,21369,Hollywood,Toronto Defiant,Guangzhou Charge,Guangzhou Charge,Guangzhou Charge,3,0
6/22/2019 23:55,21369,Watchpoint: Gibraltar,Toronto Defiant,Guangzhou Charge,Guangzhou Charge,Guangzhou Charge,3,0
6/23/2019 0:22,21329,Ilios,Hangzhou Spark,Seoul Dynasty,Hangzhou Spark,Hangzhou Spark,2,0
6/23/2019 0:39,21329,Horizon Lunar Colony,Seoul Dynasty,Hangzhou Spark,Hangzhou Spark,Hangzhou Spark,3,2
6/23/2019 1:10,21329,Numbani,Seoul Dynasty,Hangzhou Spark,Hangzhou Spark,Seoul Dynasty,1,0
6/23/2019 1:24,21329,Havana,Hangzhou Spark,Seoul Dynasty,Hangzhou Spark,Seoul Dynasty,3,2
6/23/2019 1:48,21329,Oasis,Hangzhou Spark,Seoul Dynasty,Hangzhou Spark,Hangzhou Spark,2,0
6/23/2019 19:07,21320,Nepal,Chengdu Hunters,Dallas Fuel,Chengdu Hunters,Chengdu Hunters,2,0
6/23/2019 19:20,21320,Horizon Lunar Colony,Dallas Fuel,Chengdu Hunters,Chengdu Hunters,Chengdu Hunters,1,0
6/23/2019 19:44,21320,Numbani,Dallas Fuel,Chengdu Hunters,Chengdu Hunters,Chengdu Hunters,4,3
6/23/2019 20:07,21320,Watchpoint: Gibraltar,Dallas Fuel,Chengdu Hunters,Chengdu Hunters,Chengdu Hunters,3,0
6/23/2019 20:33,21379,Oasis,Boston Uprising,Paris Eternal,Boston Uprising,Paris Eternal,2,0
6/23/2019 20:46,21379,Volskaya Industries,Paris Eternal,Boston Uprising,Boston Uprising,Paris Eternal,2,1
6/23/2019 21:16,21379,Eichenwalde,Paris Eternal,Boston Uprising,Boston Uprising,Boston Uprising,5,4
6/23/2019 21:47,21379,Dorado,Paris Eternal,Boston Uprising,Boston Uprising,Boston Uprising,3,2
6/23/2019 22:10,21379,Nepal,Boston Uprising,Paris Eternal,Boston Uprising,Boston Uprising,2,0
6/23/2019 22:37,21395,Ilios,Houston Outlaws,Florida Mayhem,Florida Mayhem,Houston Outlaws,2,0
6/23/2019 22:50,21395,Paris,Florida Mayhem,Houston Outlaws,Florida Mayhem,Florida Mayhem,3,2
6/23/2019 23:23,21395,Hollywood,Houston Outlaws,Florida Mayhem,Florida Mayhem,Florida Mayhem,3,2
6/23/2019 23:46,21395,Watchpoint: Gibraltar,Houston Outlaws,Florida Mayhem,Florida Mayhem,Florida Mayhem,3,2
6/24/2019 0:23,21330,Oasis,Los Angeles Valiant,Vancouver Titans,Los Angeles Valiant,Vancouver Titans,2,0
6/24/2019 0:38,21330,Paris,Los Angeles Valiant,Vancouver Titans,Los Angeles Valiant,Los Angeles Valiant,2,1
6/24/2019 1:12,21330,Eichenwalde,Vancouver Titans,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,3,2
6/24/2019 1:33,21330,Dorado,Vancouver Titans,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,3,1
6/28/2019 0:37,21309,Ilios,Hangzhou Spark,Los Angeles Valiant,Hangzhou Spark,Hangzhou Spark,2,1
6/28/2019 0:59,21309,Volskaya Industries,Los Angeles Valiant,Hangzhou Spark,Hangzhou Spark,Los Angeles Valiant,1,0
6/28/2019 1:22,21309,Hollywood,Hangzhou Spark,Los Angeles Valiant,Hangzhou Spark,Hangzhou Spark,2,1
6/28/2019 1:38,21309,Dorado,Los Angeles Valiant,Hangzhou Spark,Hangzhou Spark,Los Angeles Valiant,3,2
