,TF_start_datetime,TF_end_datetime,esports_match_id,map_name,map_order,TF_order,TF_winner,TF_duration,TF_TPB_sum,TF_TPB_sum/s
0,2020-08-09 11:47:32+00:00,2020-08-09 11:48:00+00:00,34916,Oasis,1,1,Shanghai Dragons,28,-1043.0,-37.25
1,2020-08-09 11:48:22+00:00,2020-08-09 11:48:58+00:00,34916,Oasis,1,2,Shanghai Dragons,36,-612.0,-17.0
2,2020-08-09 11:49:16+00:00,2020-08-09 11:50:06+00:00,34916,Oasis,1,3,Shanghai Dragons,50,-1180.0,-23.6
3,2020-08-09 11:50:58+00:00,2020-08-09 11:51:28+00:00,34916,Oasis,1,4,Shanghai Dragons,30,-795.0,-26.5
4,2020-08-09 11:51:34+00:00,2020-08-09 11:52:22+00:00,34916,Oasis,1,5,Shanghai Dragons,48,-663.0,-13.8125
5,2020-08-09 11:52:32+00:00,2020-08-09 11:53:26+00:00,34916,Oasis,1,6,Hangzhou Spark,54,820.0,15.185185185185185
6,2020-08-09 11:53:34+00:00,2020-08-09 11:54:40+00:00,34916,Oasis,1,7,Shanghai Dragons,66,-1033.0,-15.651515151515152
7,2020-08-09 12:02:12+00:00,2020-08-09 12:02:36+00:00,34916,Numbani,2,1,Shanghai Dragons,24,-632.0,-26.333333333333332
8,2020-08-09 12:03:12+00:00,2020-08-09 12:03:44+00:00,34916,Numbani,2,2,Shanghai Dragons,32,-1012.0,-31.625
9,2020-08-09 12:04:04+00:00,2020-08-09 12:04:56+00:00,34916,Numbani,2,3,Shanghai Dragons,52,-531.0,-10.211538461538462
10,2020-08-09 12:06:40+00:00,2020-08-09 12:06:52+00:00,34916,Numbani,2,4,Shanghai Dragons,12,-187.0,-15.583333333333334
11,2020-08-09 12:07:04+00:00,2020-08-09 12:08:18+00:00,34916,Numbani,2,5,Shanghai Dragons,74,-910.0,-12.297297297297296
12,2020-08-09 12:08:36+00:00,2020-08-09 12:09:10+00:00,34916,Numbani,2,6,Shanghai Dragons,34,-372.0,-10.941176470588236
13,2020-08-09 12:09:34+00:00,2020-08-09 12:10:08+00:00,34916,Numbani,2,7,Hangzhou Spark,34,432.0,12.705882352941176
14,2020-08-09 12:10:12+00:00,2020-08-09 12:10:58+00:00,34916,Numbani,2,8,Hangzhou Spark,46,128.0,2.782608695652174
