,TF_start_datetime,TF_end_datetime,esports_match_id,map_name,map_order,TF_order,TF_winner,TF_duration,TF_TPB_sum,TF_TPB_sum/s
0,2020-07-26 08:07:04+00:00,2020-07-26 08:07:58+00:00,34807,Oasis,1,1,Chengdu Hunters,54,1262.0,23.37037037037037
1,2020-07-26 08:09:06+00:00,2020-07-26 08:09:52+00:00,34807,Oasis,1,2,Chengdu Hunters,46,284.0,6.173913043478261
2,2020-07-26 08:10:06+00:00,2020-07-26 08:10:54+00:00,34807,Oasis,1,3,Hangzhou Spark,48,-1128.0,-23.5
3,2020-07-26 08:11:14+00:00,2020-07-26 08:12:36+00:00,34807,Oasis,1,4,Chengdu Hunters,82,1657.0,20.20731707317073
4,2020-07-26 08:13:40+00:00,2020-07-26 08:14:24+00:00,34807,Oasis,1,5,Hangzhou Spark,44,-708.0,-16.09090909090909
5,2020-07-26 08:14:40+00:00,2020-07-26 08:15:02+00:00,34807,Oasis,1,6,Chengdu Hunters,22,768.0,34.90909090909091
6,2020-07-26 08:15:28+00:00,2020-07-26 08:16:34+00:00,34807,Oasis,1,7,Chengdu Hunters,66,914.0,13.848484848484848
7,2020-07-26 08:16:40+00:00,2020-07-26 08:17:04+00:00,34807,Oasis,1,8,Chengdu Hunters,24,714.0,29.75
8,2020-07-26 08:23:42+00:00,2020-07-26 08:24:12+00:00,34807,King's Row,2,1,Chengdu Hunters,30,1196.0,39.86666666666667
9,2020-07-26 08:24:44+00:00,2020-07-26 08:25:38+00:00,34807,King's Row,2,2,Chengdu Hunters,54,1141.0,21.12962962962963
10,2020-07-26 08:25:40+00:00,2020-07-26 08:26:14+00:00,34807,King's Row,2,3,Hangzhou Spark,34,-126.0,-3.7058823529411766
11,2020-07-26 08:26:24+00:00,2020-07-26 08:26:50+00:00,34807,King's Row,2,4,Chengdu Hunters,26,1388.0,53.38461538461539
12,2020-07-26 08:28:32+00:00,2020-07-26 08:29:30+00:00,34807,King's Row,2,5,Hangzhou Spark,58,-1265.0,-21.810344827586206
13,2020-07-26 08:29:46+00:00,2020-07-26 08:30:16+00:00,34807,King's Row,2,6,Hangzhou Spark,30,-813.0,-27.1
14,2020-07-26 08:30:36+00:00,2020-07-26 08:31:12+00:00,34807,King's Row,2,7,Hangzhou Spark,36,-1197.0,-33.25
15,2020-07-26 08:31:22+00:00,2020-07-26 08:31:50+00:00,34807,King's Row,2,8,Chengdu Hunters,28,893.0,31.892857142857142
16,2020-07-26 08:32:02+00:00,2020-07-26 08:32:52+00:00,34807,King's Row,2,9,Chengdu Hunters,50,646.0,12.92
17,2020-07-26 08:33:10+00:00,2020-07-26 08:34:40+00:00,34807,King's Row,2,10,Hangzhou Spark,90,-1563.0,-17.366666666666667
18,2020-07-26 08:34:52+00:00,2020-07-26 08:35:20+00:00,34807,King's Row,2,11,Chengdu Hunters,28,438.0,15.642857142857142
19,2020-07-26 08:35:40+00:00,2020-07-26 08:36:40+00:00,34807,King's Row,2,12,Chengdu Hunters,60,965.0,16.083333333333332
20,2020-07-26 08:49:44+00:00,2020-07-26 08:50:58+00:00,34807,Hanamura,3,1,Chengdu Hunters,74,850.0,11.486486486486486
21,2020-07-26 08:51:04+00:00,2020-07-26 08:51:18+00:00,34807,Hanamura,3,2,Hangzhou Spark,14,-187.0,-13.357142857142858
22,2020-07-26 08:51:36+00:00,2020-07-26 08:51:56+00:00,34807,Hanamura,3,3,Hangzhou Spark,20,-526.0,-26.3
23,2020-07-26 08:52:00+00:00,2020-07-26 08:52:16+00:00,34807,Hanamura,3,4,Hangzhou Spark,16,-220.0,-13.75
24,2020-07-26 08:52:26+00:00,2020-07-26 08:52:58+00:00,34807,Hanamura,3,5,Hangzhou Spark,32,-873.0,-27.28125
25,2020-07-26 08:53:12+00:00,2020-07-26 08:53:22+00:00,34807,Hanamura,3,6,Hangzhou Spark,10,-165.0,-16.5
26,2020-07-26 08:53:38+00:00,2020-07-26 08:54:32+00:00,34807,Hanamura,3,7,Hangzhou Spark,54,-652.0,-12.074074074074074
27,2020-07-26 08:54:58+00:00,2020-07-26 08:55:22+00:00,34807,Hanamura,3,8,Hangzhou Spark,24,-931.0,-38.791666666666664
28,2020-07-26 08:55:26+00:00,2020-07-26 08:56:10+00:00,34807,Hanamura,3,9,Hangzhou Spark,44,-557.0,-12.659090909090908
29,2020-07-26 08:57:52+00:00,2020-07-26 08:58:32+00:00,34807,Hanamura,3,10,Chengdu Hunters,40,320.0,8.0
30,2020-07-26 08:58:44+00:00,2020-07-26 08:59:20+00:00,34807,Hanamura,3,11,Chengdu Hunters,36,844.0,23.444444444444443
31,2020-07-26 08:59:32+00:00,2020-07-26 08:59:42+00:00,34807,Hanamura,3,12,Chengdu Hunters,10,99.0,9.9
32,2020-07-26 08:59:46+00:00,2020-07-26 09:01:34+00:00,34807,Hanamura,3,13,Chengdu Hunters,108,1400.0,12.962962962962964
