,TF_start_datetime,TF_end_datetime,esports_match_id,map_name,map_order,TF_order,TF_winner,TF_duration,TF_TPB_sum,TF_TPB_sum/s
0,2020-07-05 00:57:18+00:00,2020-07-05 00:57:44+00:00,34748,Lijiang Tower,1,1,Philadelphia Fusion,26,-964.0,-37.07692307692308
1,2020-07-05 00:58:02+00:00,2020-07-05 00:58:48+00:00,34748,Lijiang Tower,1,2,Houston Outlaws,46,809.0,17.58695652173913
2,2020-07-05 00:59:06+00:00,2020-07-05 01:00:48+00:00,34748,Lijiang Tower,1,3,Philadelphia Fusion,102,-1030.0,-10.098039215686274
3,2020-07-05 01:01:08+00:00,2020-07-05 01:02:12+00:00,34748,Lijiang Tower,1,4,Houston Outlaws,64,443.0,6.921875
4,2020-07-05 01:03:04+00:00,2020-07-05 01:03:32+00:00,34748,Lijiang Tower,1,5,Philadelphia Fusion,28,-220.0,-7.857142857142857
5,2020-07-05 01:03:36+00:00,2020-07-05 01:04:02+00:00,34748,Lijiang Tower,1,6,Philadelphia Fusion,26,-713.0,-27.423076923076923
6,2020-07-05 01:04:06+00:00,2020-07-05 01:04:18+00:00,34748,Lijiang Tower,1,7,Philadelphia Fusion,12,-384.0,-32.0
7,2020-07-05 01:04:36+00:00,2020-07-05 01:05:00+00:00,34748,Lijiang Tower,1,8,Philadelphia Fusion,24,-220.0,-9.166666666666666
8,2020-07-05 01:05:14+00:00,2020-07-05 01:05:36+00:00,34748,Lijiang Tower,1,9,Houston Outlaws,22,136.0,6.181818181818182
9,2020-07-05 01:06:28+00:00,2020-07-05 01:07:16+00:00,34748,Lijiang Tower,1,10,Houston Outlaws,48,898.0,18.708333333333332
10,2020-07-05 01:07:30+00:00,2020-07-05 01:08:24+00:00,34748,Lijiang Tower,1,11,Philadelphia Fusion,54,-827.0,-15.314814814814815
11,2020-07-05 01:08:48+00:00,2020-07-05 01:09:22+00:00,34748,Lijiang Tower,1,12,Philadelphia Fusion,34,-942.0,-27.705882352941178
12,2020-07-05 01:09:36+00:00,2020-07-05 01:10:12+00:00,34748,Lijiang Tower,1,13,Philadelphia Fusion,36,-955.0,-26.52777777777778
13,2020-07-05 01:17:16+00:00,2020-07-05 01:17:34+00:00,34748,Blizzard World,2,1,Houston Outlaws,18,656.0,36.44444444444444
14,2020-07-05 01:18:28+00:00,2020-07-05 01:18:44+00:00,34748,Blizzard World,2,2,Philadelphia Fusion,16,-383.0,-23.9375
15,2020-07-05 01:18:46+00:00,2020-07-05 01:18:56+00:00,34748,Blizzard World,2,3,Philadelphia Fusion,10,-346.0,-34.6
16,2020-07-05 01:19:40+00:00,2020-07-05 01:20:44+00:00,34748,Blizzard World,2,4,Philadelphia Fusion,64,-1355.0,-21.171875
17,2020-07-05 01:21:08+00:00,2020-07-05 01:21:40+00:00,34748,Blizzard World,2,5,Philadelphia Fusion,32,-1088.0,-34.0
18,2020-07-05 01:22:16+00:00,2020-07-05 01:23:14+00:00,34748,Blizzard World,2,6,Houston Outlaws,58,1287.0,22.189655172413794
19,2020-07-05 01:23:30+00:00,2020-07-05 01:24:02+00:00,34748,Blizzard World,2,7,Philadelphia Fusion,32,-244.0,-7.625
20,2020-07-05 01:24:14+00:00,2020-07-05 01:24:48+00:00,34748,Blizzard World,2,8,Philadelphia Fusion,34,-1250.0,-36.76470588235294
21,2020-07-05 01:26:40+00:00,2020-07-05 01:27:08+00:00,34748,Blizzard World,2,9,Philadelphia Fusion,28,-959.0,-34.25
22,2020-07-05 01:27:12+00:00,2020-07-05 01:27:22+00:00,34748,Blizzard World,2,10,Philadelphia Fusion,10,-248.0,-24.8
23,2020-07-05 01:27:28+00:00,2020-07-05 01:27:42+00:00,34748,Blizzard World,2,11,Philadelphia Fusion,14,-220.0,-15.714285714285714
24,2020-07-05 01:27:48+00:00,2020-07-05 01:29:04+00:00,34748,Blizzard World,2,12,Philadelphia Fusion,76,-552.0,-7.2631578947368425
25,2020-07-05 01:29:50+00:00,2020-07-05 01:30:36+00:00,34748,Blizzard World,2,13,Philadelphia Fusion,46,-2017.0,-43.84782608695652
