,TF_start_datetime,TF_end_datetime,esports_match_id,map_name,map_order,TF_order,TF_winner,TF_duration,TF_TPB_sum,TF_TPB_sum/s
0,2020-08-14 08:06:12+00:00,2020-08-14 08:06:24+00:00,34777,Ilios,1,1,Seoul Dynasty,12,-661.0,-55.083333333333336
1,2020-08-14 08:06:52+00:00,2020-08-14 08:07:26+00:00,34777,Ilios,1,2,London Spitfire,34,394.0,11.588235294117647
2,2020-08-14 08:07:54+00:00,2020-08-14 08:09:30+00:00,34777,Ilios,1,3,Seoul Dynasty,96,-550.0,-5.729166666666667
3,2020-08-14 08:09:48+00:00,2020-08-14 08:10:52+00:00,34777,Ilios,1,4,Seoul Dynasty,64,-2066.0,-32.28125
4,2020-08-14 08:11:52+00:00,2020-08-14 08:13:14+00:00,34777,Ilios,1,5,Seoul Dynasty,82,-226.0,-2.7560975609756095
5,2020-08-14 08:13:34+00:00,2020-08-14 08:14:36+00:00,34777,Ilios,1,6,London Spitfire,62,1290.0,20.806451612903224
6,2020-08-14 08:14:52+00:00,2020-08-14 08:15:50+00:00,34777,Ilios,1,7,London Spitfire,58,543.0,9.362068965517242
7,2020-08-14 08:16:08+00:00,2020-08-14 08:16:54+00:00,34777,Ilios,1,8,Seoul Dynasty,46,-956.0,-20.782608695652176
8,2020-08-14 08:25:10+00:00,2020-08-14 08:26:16+00:00,34777,Eichenwalde,2,1,Seoul Dynasty,66,-463.0,-7.015151515151516
9,2020-08-14 08:26:38+00:00,2020-08-14 08:27:04+00:00,34777,Eichenwalde,2,2,Seoul Dynasty,26,-858.0,-33.0
10,2020-08-14 08:27:18+00:00,2020-08-14 08:28:32+00:00,34777,Eichenwalde,2,3,Seoul Dynasty,74,-2061.0,-27.85135135135135
11,2020-08-14 08:28:52+00:00,2020-08-14 08:29:40+00:00,34777,Eichenwalde,2,4,London Spitfire,48,749.0,15.604166666666666
12,2020-08-14 08:29:58+00:00,2020-08-14 08:31:26+00:00,34777,Eichenwalde,2,5,Seoul Dynasty,88,-2921.0,-33.19318181818182
13,2020-08-14 08:33:28+00:00,2020-08-14 08:33:42+00:00,34777,Eichenwalde,2,6,Seoul Dynasty,14,-209.0,-14.928571428571429
14,2020-08-14 08:34:00+00:00,2020-08-14 08:34:50+00:00,34777,Eichenwalde,2,7,Seoul Dynasty,50,-573.0,-11.46
15,2020-08-14 08:35:12+00:00,2020-08-14 08:35:48+00:00,34777,Eichenwalde,2,8,Seoul Dynasty,36,-88.0,-2.4444444444444446
16,2020-08-14 08:35:50+00:00,2020-08-14 08:36:04+00:00,34777,Eichenwalde,2,9,London Spitfire,14,220.0,15.714285714285714
17,2020-08-14 08:36:18+00:00,2020-08-14 08:36:52+00:00,34777,Eichenwalde,2,10,London Spitfire,34,394.0,11.588235294117647
18,2020-08-14 08:37:20+00:00,2020-08-14 08:37:40+00:00,34777,Eichenwalde,2,11,Seoul Dynasty,20,-474.0,-23.7
19,2020-08-14 08:37:56+00:00,2020-08-14 08:38:12+00:00,34777,Eichenwalde,2,12,Seoul Dynasty,16,-593.0,-37.0625
20,2020-08-14 08:38:38+00:00,2020-08-14 08:39:06+00:00,34777,Eichenwalde,2,13,London Spitfire,28,275.0,9.821428571428571
21,2020-08-14 08:39:16+00:00,2020-08-14 08:39:38+00:00,34777,Eichenwalde,2,14,Seoul Dynasty,22,-398.0,-18.09090909090909
22,2020-08-14 08:58:44+00:00,2020-08-14 08:59:36+00:00,34777,Hanamura,3,1,London Spitfire,52,537.0,10.326923076923077
23,2020-08-14 08:59:54+00:00,2020-08-14 09:00:22+00:00,34777,Hanamura,3,2,Seoul Dynasty,28,-1015.0,-36.25
24,2020-08-14 09:00:34+00:00,2020-08-14 09:01:46+00:00,34777,Hanamura,3,3,London Spitfire,72,209.0,2.9027777777777777
25,2020-08-14 09:02:12+00:00,2020-08-14 09:02:30+00:00,34777,Hanamura,3,4,Seoul Dynasty,18,-690.0,-38.333333333333336
26,2020-08-14 09:04:34+00:00,2020-08-14 09:04:48+00:00,34777,Hanamura,3,5,Seoul Dynasty,14,-209.0,-14.928571428571429
27,2020-08-14 09:05:16+00:00,2020-08-14 09:06:32+00:00,34777,Hanamura,3,6,London Spitfire,76,696.0,9.157894736842104
28,2020-08-14 09:07:22+00:00,2020-08-14 09:07:52+00:00,34777,Hanamura,3,7,Seoul Dynasty,30,-417.0,-13.9
29,2020-08-14 09:08:18+00:00,2020-08-14 09:08:42+00:00,34777,Hanamura,3,8,Seoul Dynasty,24,-55.0,-2.2916666666666665
30,2020-08-14 09:09:08+00:00,2020-08-14 09:09:38+00:00,34777,Hanamura,3,9,London Spitfire,30,11.0,0.36666666666666664
31,2020-08-14 09:10:12+00:00,2020-08-14 09:10:54+00:00,34777,Hanamura,3,10,Seoul Dynasty,42,-666.0,-15.857142857142858
