,TF_start_datetime,TF_end_datetime,esports_match_id,map_name,map_order,TF_order,TF_winner,TF_duration,TF_TPB_sum,TF_TPB_sum/s
0,2020-06-20 20:30:52+00:00,2020-06-20 20:31:04+00:00,34618,Lijiang Tower,1,1,Toronto Defiant,12,-465.0,-38.75
1,2020-06-20 20:31:18+00:00,2020-06-20 20:31:56+00:00,34618,Lijiang Tower,1,2,Atlanta Reign,38,1337.0,35.18421052631579
2,2020-06-20 20:32:12+00:00,2020-06-20 20:32:50+00:00,34618,Lijiang Tower,1,3,Atlanta Reign,38,773.0,20.342105263157894
3,2020-06-20 20:33:10+00:00,2020-06-20 20:34:02+00:00,34618,Lijiang Tower,1,4,Atlanta Reign,52,524.0,10.076923076923077
4,2020-06-20 20:34:14+00:00,2020-06-20 20:34:46+00:00,34618,Lijiang Tower,1,5,Atlanta Reign,32,1223.0,38.21875
5,2020-06-20 20:35:34+00:00,2020-06-20 20:36:06+00:00,34618,Lijiang Tower,1,6,Toronto Defiant,32,-965.0,-30.15625
6,2020-06-20 20:36:18+00:00,2020-06-20 20:36:50+00:00,34618,Lijiang Tower,1,7,Atlanta Reign,32,909.0,28.40625
7,2020-06-20 20:37:06+00:00,2020-06-20 20:37:46+00:00,34618,Lijiang Tower,1,8,Atlanta Reign,40,522.0,13.05
8,2020-06-20 20:37:58+00:00,2020-06-20 20:38:24+00:00,34618,Lijiang Tower,1,9,Atlanta Reign,26,841.0,32.34615384615385
9,2020-06-20 20:38:38+00:00,2020-06-20 20:38:56+00:00,34618,Lijiang Tower,1,10,Atlanta Reign,18,813.0,45.166666666666664
10,2020-06-20 20:48:44+00:00,2020-06-20 20:49:06+00:00,34618,Rialto,2,1,Atlanta Reign,22,335.0,15.227272727272727
11,2020-06-20 20:49:16+00:00,2020-06-20 20:49:40+00:00,34618,Rialto,2,2,Atlanta Reign,24,970.0,40.416666666666664
12,2020-06-20 20:49:42+00:00,2020-06-20 20:49:52+00:00,34618,Rialto,2,3,Atlanta Reign,10,254.0,25.4
13,2020-06-20 20:50:12+00:00,2020-06-20 20:50:34+00:00,34618,Rialto,2,4,Atlanta Reign,22,242.0,11.0
14,2020-06-20 20:50:42+00:00,2020-06-20 20:51:14+00:00,34618,Rialto,2,5,Toronto Defiant,32,-988.0,-30.875
15,2020-06-20 20:51:42+00:00,2020-06-20 20:52:28+00:00,34618,Rialto,2,6,Toronto Defiant,46,-989.0,-21.5
16,2020-06-20 20:52:44+00:00,2020-06-20 20:53:42+00:00,34618,Rialto,2,7,Atlanta Reign,58,1053.0,18.155172413793103
17,2020-06-20 20:54:08+00:00,2020-06-20 20:54:58+00:00,34618,Rialto,2,8,Toronto Defiant,50,-216.0,-4.32
18,2020-06-20 20:55:28+00:00,2020-06-20 20:55:58+00:00,34618,Rialto,2,9,Atlanta Reign,30,1325.0,44.166666666666664
19,2020-06-20 20:57:42+00:00,2020-06-20 20:58:24+00:00,34618,Rialto,2,10,Atlanta Reign,42,264.0,6.285714285714286
20,2020-06-20 20:58:26+00:00,2020-06-20 20:59:12+00:00,34618,Rialto,2,11,Toronto Defiant,46,-529.0,-11.5
21,2020-06-20 20:59:18+00:00,2020-06-20 21:00:10+00:00,34618,Rialto,2,12,Atlanta Reign,52,984.0,18.923076923076923
22,2020-06-20 21:00:34+00:00,2020-06-20 21:00:46+00:00,34618,Rialto,2,13,Atlanta Reign,12,242.0,20.166666666666668
23,2020-06-20 21:01:06+00:00,2020-06-20 21:01:32+00:00,34618,Rialto,2,14,Atlanta Reign,26,1053.0,40.5
24,2020-06-20 21:20:34+00:00,2020-06-20 21:21:42+00:00,34618,Hollywood,3,1,Toronto Defiant,68,-520.0,-7.647058823529412
25,2020-06-20 21:21:44+00:00,2020-06-20 21:21:58+00:00,34618,Hollywood,3,2,Toronto Defiant,14,-432.0,-30.857142857142858
26,2020-06-20 21:22:12+00:00,2020-06-20 21:23:00+00:00,34618,Hollywood,3,3,Atlanta Reign,48,747.0,15.5625
27,2020-06-20 21:23:40+00:00,2020-06-20 21:24:32+00:00,34618,Hollywood,3,4,Atlanta Reign,52,2048.0,39.38461538461539
28,2020-06-20 21:24:58+00:00,2020-06-20 21:25:36+00:00,34618,Hollywood,3,5,Atlanta Reign,38,1347.0,35.44736842105263
29,2020-06-20 21:27:36+00:00,2020-06-20 21:28:04+00:00,34618,Hollywood,3,6,Atlanta Reign,28,940.0,33.57142857142857
30,2020-06-20 21:28:26+00:00,2020-06-20 21:28:58+00:00,34618,Hollywood,3,7,Toronto Defiant,32,-1280.0,-40.0
31,2020-06-20 21:29:04+00:00,2020-06-20 21:29:34+00:00,34618,Hollywood,3,8,Atlanta Reign,30,5.0,0.16666666666666666
32,2020-06-20 21:29:46+00:00,2020-06-20 21:30:16+00:00,34618,Hollywood,3,9,Atlanta Reign,30,732.0,24.4
33,2020-06-20 21:30:30+00:00,2020-06-20 21:31:02+00:00,34618,Hollywood,3,10,Atlanta Reign,32,912.0,28.5
34,2020-06-20 21:31:16+00:00,2020-06-20 21:31:56+00:00,34618,Hollywood,3,11,Atlanta Reign,40,849.0,21.225
35,2020-06-20 21:32:30+00:00,2020-06-20 21:33:12+00:00,34618,Hollywood,3,12,Toronto Defiant,42,-585.0,-13.928571428571429
36,2020-06-20 21:33:28+00:00,2020-06-20 21:33:50+00:00,34618,Hollywood,3,13,Toronto Defiant,22,-923.0,-41.95454545454545
37,2020-06-20 21:34:06+00:00,2020-06-20 21:34:38+00:00,34618,Hollywood,3,14,Toronto Defiant,32,-806.0,-25.1875
38,2020-06-20 21:34:42+00:00,2020-06-20 21:35:14+00:00,34618,Hollywood,3,15,Atlanta Reign,32,649.0,20.28125
