,TF_start_datetime,TF_end_datetime,esports_match_id,map_name,map_order,TF_order,TF_winner,TF_duration,TF_TPB_sum,TF_TPB_sum/s
0,2020-08-16 00:50:26+00:00,2020-08-16 00:50:46+00:00,34769,Lijiang Tower,1,1,Philadelphia Fusion,20,-647.0,-32.35
1,2020-08-16 00:51:02+00:00,2020-08-16 00:51:36+00:00,34769,Lijiang Tower,1,2,Philadelphia Fusion,34,-340.0,-10.0
2,2020-08-16 00:51:46+00:00,2020-08-16 00:52:10+00:00,34769,Lijiang Tower,1,3,Philadelphia Fusion,24,-1180.0,-49.166666666666664
3,2020-08-16 00:52:20+00:00,2020-08-16 00:52:46+00:00,34769,Lijiang Tower,1,4,Philadelphia Fusion,26,-991.0,-38.11538461538461
4,2020-08-16 00:53:40+00:00,2020-08-16 00:54:34+00:00,34769,Lijiang Tower,1,5,Philadelphia Fusion,54,-478.0,-8.851851851851851
5,2020-08-16 00:54:38+00:00,2020-08-16 00:55:16+00:00,34769,Lijiang Tower,1,6,San Francisco Shock,38,26.0,0.6842105263157895
6,2020-08-16 00:55:20+00:00,2020-08-16 00:55:50+00:00,34769,Lijiang Tower,1,7,Philadelphia Fusion,30,-728.0,-24.266666666666666
7,2020-08-16 00:56:08+00:00,2020-08-16 00:56:42+00:00,34769,Lijiang Tower,1,8,Philadelphia Fusion,34,-425.0,-12.5
8,2020-08-16 00:57:04+00:00,2020-08-16 00:57:28+00:00,34769,Lijiang Tower,1,9,San Francisco Shock,24,203.0,8.458333333333334
9,2020-08-16 00:57:44+00:00,2020-08-16 00:58:16+00:00,34769,Lijiang Tower,1,10,Philadelphia Fusion,32,-1234.0,-38.5625
10,2020-08-16 01:07:12+00:00,2020-08-16 01:07:22+00:00,34769,King's Row,2,1,Philadelphia Fusion,10,-354.0,-35.4
11,2020-08-16 01:07:28+00:00,2020-08-16 01:07:54+00:00,34769,King's Row,2,2,draw,26,0.0,0.0
12,2020-08-16 01:07:58+00:00,2020-08-16 01:08:40+00:00,34769,King's Row,2,3,Philadelphia Fusion,42,-665.0,-15.833333333333334
13,2020-08-16 01:08:52+00:00,2020-08-16 01:09:20+00:00,34769,King's Row,2,4,San Francisco Shock,28,625.0,22.321428571428573
14,2020-08-16 01:09:46+00:00,2020-08-16 01:10:22+00:00,34769,King's Row,2,5,San Francisco Shock,36,639.0,17.75
15,2020-08-16 01:10:48+00:00,2020-08-16 01:12:08+00:00,34769,King's Row,2,6,Philadelphia Fusion,80,-1153.0,-14.4125
16,2020-08-16 01:12:22+00:00,2020-08-16 01:12:36+00:00,34769,King's Row,2,7,Philadelphia Fusion,14,-417.0,-29.785714285714285
17,2020-08-16 01:12:48+00:00,2020-08-16 01:13:12+00:00,34769,King's Row,2,8,Philadelphia Fusion,24,-667.0,-27.791666666666668
18,2020-08-16 01:13:26+00:00,2020-08-16 01:14:04+00:00,34769,King's Row,2,9,Philadelphia Fusion,38,-3.0,-0.07894736842105263
19,2020-08-16 01:14:06+00:00,2020-08-16 01:14:58+00:00,34769,King's Row,2,10,Philadelphia Fusion,52,-1446.0,-27.807692307692307
20,2020-08-16 01:17:12+00:00,2020-08-16 01:19:06+00:00,34769,King's Row,2,11,Philadelphia Fusion,114,-474.0,-4.157894736842105
21,2020-08-16 01:19:22+00:00,2020-08-16 01:19:38+00:00,34769,King's Row,2,12,San Francisco Shock,16,146.0,9.125
22,2020-08-16 01:19:44+00:00,2020-08-16 01:19:54+00:00,34769,King's Row,2,13,San Francisco Shock,10,152.0,15.2
23,2020-08-16 01:20:08+00:00,2020-08-16 01:20:58+00:00,34769,King's Row,2,14,San Francisco Shock,50,245.0,4.9
24,2020-08-16 01:21:24+00:00,2020-08-16 01:22:00+00:00,34769,King's Row,2,15,San Francisco Shock,36,239.0,6.638888888888889
25,2020-08-16 01:22:22+00:00,2020-08-16 01:22:46+00:00,34769,King's Row,2,16,San Francisco Shock,24,1028.0,42.833333333333336
26,2020-08-16 01:23:10+00:00,2020-08-16 01:23:58+00:00,34769,King's Row,2,17,Philadelphia Fusion,48,-1248.0,-26.0
27,2020-08-16 01:24:12+00:00,2020-08-16 01:24:32+00:00,34769,King's Row,2,18,San Francisco Shock,20,440.0,22.0
28,2020-08-16 01:24:48+00:00,2020-08-16 01:25:24+00:00,34769,King's Row,2,19,Philadelphia Fusion,36,-1118.0,-31.055555555555557
29,2020-08-16 01:46:38+00:00,2020-08-16 01:46:48+00:00,34769,Temple of Anubis,3,1,San Francisco Shock,10,220.0,22.0
30,2020-08-16 01:46:58+00:00,2020-08-16 01:47:08+00:00,34769,Temple of Anubis,3,2,San Francisco Shock,10,165.0,16.5
31,2020-08-16 01:47:18+00:00,2020-08-16 01:48:10+00:00,34769,Temple of Anubis,3,3,Philadelphia Fusion,52,-1108.0,-21.307692307692307
32,2020-08-16 01:48:44+00:00,2020-08-16 01:49:10+00:00,34769,Temple of Anubis,3,4,San Francisco Shock,26,354.0,13.615384615384615
33,2020-08-16 01:49:38+00:00,2020-08-16 01:50:20+00:00,34769,Temple of Anubis,3,5,San Francisco Shock,42,280.0,6.666666666666667
34,2020-08-16 01:50:50+00:00,2020-08-16 01:51:32+00:00,34769,Temple of Anubis,3,6,Philadelphia Fusion,42,-1055.0,-25.11904761904762
