,TF_start_datetime,TF_end_datetime,esports_match_id,map_name,map_order,TF_order,TF_winner,TF_duration,TF_TPB_sum,TF_TPB_sum/s
0,2020-07-04 09:52:32+00:00,2020-07-04 09:52:42+00:00,34754,Nepal,1,1,Seoul Dynasty,10,510.0,51.0
1,2020-07-04 09:53:06+00:00,2020-07-04 09:53:32+00:00,34754,Nepal,1,2,Seoul Dynasty,26,423.0,16.26923076923077
2,2020-07-04 09:53:54+00:00,2020-07-04 09:55:10+00:00,34754,Nepal,1,3,Seoul Dynasty,76,2190.0,28.81578947368421
3,2020-07-04 09:56:10+00:00,2020-07-04 09:56:44+00:00,34754,Nepal,1,4,London Spitfire,34,-985.0,-28.970588235294116
4,2020-07-04 09:57:06+00:00,2020-07-04 09:57:34+00:00,34754,Nepal,1,5,Seoul Dynasty,28,580.0,20.714285714285715
5,2020-07-04 09:57:58+00:00,2020-07-04 09:58:28+00:00,34754,Nepal,1,6,Seoul Dynasty,30,812.0,27.066666666666666
6,2020-07-04 09:58:50+00:00,2020-07-04 09:59:12+00:00,34754,Nepal,1,7,Seoul Dynasty,22,1048.0,47.63636363636363
7,2020-07-04 09:59:30+00:00,2020-07-04 10:00:18+00:00,34754,Nepal,1,8,Seoul Dynasty,48,869.0,18.104166666666668
8,2020-07-04 10:08:12+00:00,2020-07-04 10:08:48+00:00,34754,Blizzard World,2,1,London Spitfire,36,-45.0,-1.25
9,2020-07-04 10:09:02+00:00,2020-07-04 10:09:34+00:00,34754,Blizzard World,2,2,Seoul Dynasty,32,265.0,8.28125
10,2020-07-04 10:09:52+00:00,2020-07-04 10:10:06+00:00,34754,Blizzard World,2,3,London Spitfire,14,-519.0,-37.07142857142857
11,2020-07-04 10:10:16+00:00,2020-07-04 10:11:08+00:00,34754,Blizzard World,2,4,Seoul Dynasty,52,674.0,12.961538461538462
12,2020-07-04 10:11:48+00:00,2020-07-04 10:12:08+00:00,34754,Blizzard World,2,5,Seoul Dynasty,20,264.0,13.2
13,2020-07-04 10:12:28+00:00,2020-07-04 10:12:56+00:00,34754,Blizzard World,2,6,London Spitfire,28,-960.0,-34.285714285714285
14,2020-07-04 10:13:06+00:00,2020-07-04 10:13:16+00:00,34754,Blizzard World,2,7,London Spitfire,10,-165.0,-16.5
15,2020-07-04 10:13:52+00:00,2020-07-04 10:15:00+00:00,34754,Blizzard World,2,8,London Spitfire,68,-958.0,-14.088235294117647
16,2020-07-04 10:16:46+00:00,2020-07-04 10:17:20+00:00,34754,Blizzard World,2,9,Seoul Dynasty,34,880.0,25.88235294117647
17,2020-07-04 10:17:52+00:00,2020-07-04 10:19:56+00:00,34754,Blizzard World,2,10,London Spitfire,124,-220.0,-1.7741935483870968
18,2020-07-04 10:20:10+00:00,2020-07-04 10:20:56+00:00,34754,Blizzard World,2,11,Seoul Dynasty,46,909.0,19.76086956521739
19,2020-07-04 10:20:58+00:00,2020-07-04 10:21:08+00:00,34754,Blizzard World,2,12,Seoul Dynasty,10,365.0,36.5
20,2020-07-04 10:21:22+00:00,2020-07-04 10:21:52+00:00,34754,Blizzard World,2,13,London Spitfire,30,-375.0,-12.5
21,2020-07-04 10:22:10+00:00,2020-07-04 10:23:00+00:00,34754,Blizzard World,2,14,Seoul Dynasty,50,547.0,10.94
22,2020-07-04 10:23:06+00:00,2020-07-04 10:23:50+00:00,34754,Blizzard World,2,15,Seoul Dynasty,44,1755.0,39.88636363636363
23,2020-07-04 10:25:28+00:00,2020-07-04 10:25:54+00:00,34754,Blizzard World,2,16,Seoul Dynasty,26,790.0,30.384615384615383
24,2020-07-04 10:26:04+00:00,2020-07-04 10:26:38+00:00,34754,Blizzard World,2,17,Seoul Dynasty,34,1267.0,37.26470588235294
25,2020-07-04 10:28:18+00:00,2020-07-04 10:29:10+00:00,34754,Blizzard World,2,18,Seoul Dynasty,52,699.0,13.442307692307692
26,2020-07-04 10:44:58+00:00,2020-07-04 10:45:50+00:00,34754,Temple of Anubis,3,1,London Spitfire,52,-750.0,-14.423076923076923
27,2020-07-04 10:46:14+00:00,2020-07-04 10:46:50+00:00,34754,Temple of Anubis,3,2,Seoul Dynasty,36,625.0,17.36111111111111
28,2020-07-04 10:47:40+00:00,2020-07-04 10:48:28+00:00,34754,Temple of Anubis,3,3,London Spitfire,48,-1889.0,-39.354166666666664
29,2020-07-04 10:50:22+00:00,2020-07-04 10:50:50+00:00,34754,Temple of Anubis,3,4,London Spitfire,28,-275.0,-9.821428571428571
30,2020-07-04 10:50:52+00:00,2020-07-04 10:51:48+00:00,34754,Temple of Anubis,3,5,London Spitfire,56,-943.0,-16.839285714285715
31,2020-07-04 10:52:06+00:00,2020-07-04 10:52:54+00:00,34754,Temple of Anubis,3,6,Seoul Dynasty,48,1215.0,25.3125
32,2020-07-04 10:53:12+00:00,2020-07-04 10:53:44+00:00,34754,Temple of Anubis,3,7,London Spitfire,32,-1011.0,-31.59375
33,2020-07-04 10:54:28+00:00,2020-07-04 10:55:10+00:00,34754,Temple of Anubis,3,8,Seoul Dynasty,42,1234.0,29.38095238095238
34,2020-07-04 10:56:52+00:00,2020-07-04 10:57:16+00:00,34754,Temple of Anubis,3,9,London Spitfire,24,-723.0,-30.125
35,2020-07-04 10:57:42+00:00,2020-07-04 10:58:38+00:00,34754,Temple of Anubis,3,10,London Spitfire,56,-1009.0,-18.017857142857142
36,2020-07-04 11:00:14+00:00,2020-07-04 11:01:30+00:00,34754,Temple of Anubis,3,11,Seoul Dynasty,76,921.0,12.118421052631579
37,2020-07-04 11:01:44+00:00,2020-07-04 11:02:26+00:00,34754,Temple of Anubis,3,12,London Spitfire,42,-187.0,-4.4523809523809526
38,2020-07-04 11:11:18+00:00,2020-07-04 11:11:36+00:00,34754,Watchpoint: Gibraltar,4,1,Seoul Dynasty,18,506.0,28.11111111111111
39,2020-07-04 11:11:56+00:00,2020-07-04 11:12:38+00:00,34754,Watchpoint: Gibraltar,4,2,Seoul Dynasty,42,609.0,14.5
40,2020-07-04 11:12:54+00:00,2020-07-04 11:14:12+00:00,34754,Watchpoint: Gibraltar,4,3,London Spitfire,78,-254.0,-3.2564102564102564
41,2020-07-04 11:14:38+00:00,2020-07-04 11:15:14+00:00,34754,Watchpoint: Gibraltar,4,4,Seoul Dynasty,36,29.0,0.8055555555555556
42,2020-07-04 11:15:34+00:00,2020-07-04 11:15:50+00:00,34754,Watchpoint: Gibraltar,4,5,Seoul Dynasty,16,669.0,41.8125
43,2020-07-04 11:16:20+00:00,2020-07-04 11:16:56+00:00,34754,Watchpoint: Gibraltar,4,6,London Spitfire,36,-800.0,-22.22222222222222
44,2020-07-04 11:17:18+00:00,2020-07-04 11:17:54+00:00,34754,Watchpoint: Gibraltar,4,7,London Spitfire,36,-858.0,-23.833333333333332
45,2020-07-04 11:18:10+00:00,2020-07-04 11:18:32+00:00,34754,Watchpoint: Gibraltar,4,8,London Spitfire,22,-907.0,-41.22727272727273
46,2020-07-04 11:29:20+00:00,2020-07-04 11:30:18+00:00,34754,Watchpoint: Gibraltar,4,9,Seoul Dynasty,58,1051.0,18.120689655172413
47,2020-07-04 11:30:20+00:00,2020-07-04 11:30:30+00:00,34754,Watchpoint: Gibraltar,4,10,Seoul Dynasty,10,175.0,17.5
48,2020-07-04 11:31:06+00:00,2020-07-04 11:31:50+00:00,34754,Watchpoint: Gibraltar,4,11,Seoul Dynasty,44,1110.0,25.227272727272727
49,2020-07-04 11:32:04+00:00,2020-07-04 11:32:14+00:00,34754,Watchpoint: Gibraltar,4,12,London Spitfire,10,-165.0,-16.5
50,2020-07-04 11:32:28+00:00,2020-07-04 11:32:44+00:00,34754,Watchpoint: Gibraltar,4,13,Seoul Dynasty,16,650.0,40.625
51,2020-07-04 11:32:46+00:00,2020-07-04 11:32:52+00:00,34754,Watchpoint: Gibraltar,4,14,Seoul Dynasty,6,351.0,58.5
